	0	1	2	3	4	5	6	7	8	9	10	11	12	13	opinion_integer	comment_clean
682	+	False	199956	2021_04_22	99	ÖVP	Abgeordneter Mag. Friedrich Ofenauer (ÖVP)	True	Herr Klubobmann Kickl hat an einer Versammlung teilgenommen und sich dabei weder an die Abstandsregeln gehalten noch eine Maske getragen.	True	False	False	False	True	2	Herr Klubobmann Kickl hat an einer Versammlung teilgenommen und sich dabei weder an die Abstandsregeln gehalten noch eine Maske getragen.
608	-	False	157042	2020_12_21	75	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Zu den Maßnahmen – da gilt genau dasselbe –: Sie haben eine Maskenpflicht einge­führt, und ich habe Ihnen in der Gesundheitsausschusssitzung gesagt: Wenn Sie schon tatsächlich so überzeugt davon sind, dass wir in bestimmten Bereichen der Bevölkerung Schutzmasken brauchen, dann verordnen Sie sie selektiv und verordnen Sie Masken, die auch etwas bringen!	True	False	False	False	False	0	Zu den Maßnahmen – da gilt genau dasselbe –: Sie haben eine Maskenpflicht einge­führt, und ich habe Ihnen in der Gesundheitsausschusssitzung gesagt: Wenn Sie schon tatsächlich so überzeugt davon sind, dass wir in bestimmten Bereichen der Bevölkerung Schutzmasken brauchen, dann verordnen Sie sie selektiv und verordnen Sie Masken, die auch etwas bringen!
1472	-	False	180596	2021_03_24	89	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Statt dass Sie hergehen und endlich einmal etwas richtig machen, dass Sie endlich einmal sagen: Ja, es gibt Menschen, die sich impfen lassen wollen, die kommen dran!, stattdessen gibt es die Zwangsimpfungen.	False	False	True	False	False	0	Statt dass Sie hergehen und endlich einmal etwas richtig machen, dass Sie endlich einmal sagen: Ja, es gibt Menschen, die sich impfen lassen wollen, die kommen dran!, stattdessen gibt es die Zwangsimpfungen.
267	+	True	121442	2020_10_15	58	Grüne	Abgeordneter David Stögmüller (Grüne)	True	Seit Beginn des Ausschusses befinden wir uns in der Covid-19-Pandemie, was die Arbeit im Untersuchungsausschuss natürlich nicht unbedingt leichter macht. Das weiß jeder, der im Untersuchungsausschuss sitzt: Covid-Tests, Masken, Plexiglasscheiben zwi­schen unseren Fraktionen – all das ist schon fast Teil unserer wöchentlichen Arbeit im Untersuchungsausschuss geworden. Ich gebe dem Antragsteller – wo ist er, der Herr Hafenecker?, da ist er – sehr wohl recht, dass die Covid-19-Pandemie uns Abgeordnete und die Auskunftspersonen und beson­ders auch die Parlamentsdirektion vor gewaltige Herausforderungen stellt.	True	False	False	True	False	2	Seit Beginn des Ausschusses befinden wir uns in der Covid-19-Pandemie, was die Arbeit im Untersuchungsausschuss natürlich nicht unbedingt leichter macht. Das weiß jeder, der im Untersuchungsausschuss sitzt: Covid-Tests, Masken, Plexiglasscheiben zwi­schen unseren Fraktionen – all das ist schon fast Teil unserer wöchentlichen Arbeit im Untersuchungsausschuss geworden. Ich gebe dem Antragsteller – wo ist er, der Herr Hafenecker?, da ist er – sehr wohl recht, dass die Covid-19-Pandemie uns Abgeordnete und die Auskunftspersonen und beson­ders auch die Parlamentsdirektion vor gewaltige Herausforderungen stellt.
2457	+	False	180453	2021_03_24	89	ÖVP	Abgeordneter Mag. Andreas Hanger (ÖVP)	True	Danke, Herr Gesundheitsminister, dass Sie das aufgeklärt haben: Es hat zu keinem einzigen Zeitpunkt der Impfstoffbeschaffung einen Deckel gegeben, die finanziellen Ressourcen waren natürlich vorhanden, und das lässt sich auch mit Zahlen sehr einfach beweisen.	False	False	True	False	False	2	Danke, Herr Gesundheitsminister, dass Sie das aufgeklärt haben: Es hat zu keinem einzigen Zeitpunkt der Impfstoffbeschaffung einen Deckel gegeben, die finanziellen Ressourcen waren natürlich vorhanden, und das lässt sich auch mit Zahlen sehr einfach beweisen.
4562	+	False	194479	2021_04_21	97	ÖVP	Abgeordneter Dr. Josef Smolle (ÖVP)	True	Da geht es um einen Lückenschluss in der geografischen Fläche, und zwar darum, wer Gratis-Covid-Tests in entlegenen Gebieten macht.	False	False	False	True	False	2	Da geht es um einen Lückenschluss in der geografischen Fläche, und zwar darum, wer Gratis-Covid-Tests in entlegenen Gebieten macht.
4221	+	True	83068	2020_06_18	38	NEOS	Abgeordneter Josef Schellhorn (NEOS)	False	65 000 Tests haben Sie und Wirtschaftskammerpräsident Mahrer versprochen – wöchentlich. Meines Wissens haben Sie bis heute noch keine 65 000 Tests, und Sie müssten ja de facto, wenn Sie der Praxis nahe wären, diese 65 000 Tests alle drei Tage, aber zumindest wöchentlich durchführen. Sie bekommen diese 65 000 Tests schon zusammen, aber einmalig, und dann ist die Sommersaison vorbei.	False	False	False	True	False	2	65 000 Tests haben Sie und Wirtschaftskammerpräsident Mahrer versprochen – wöchentlich. Meines Wissens haben Sie bis heute noch keine 65 000 Tests, und Sie müssten ja de facto, wenn Sie der Praxis nahe wären, diese 65 000 Tests alle drei Tage, aber zumindest wöchentlich durchführen. Sie bekommen diese 65 000 Tests schon zusammen, aber einmalig, und dann ist die Sommersaison vorbei.
1932	+	False	161661	2021_01_14	77	ÖVP	Abgeordneter Dr. Josef Smolle (ÖVP)	True	Kern dabei ist, dass es damit ermöglicht wird, dass auch betriebsärztliche Einrichtungen offizielle Impfstellen werden können.	False	False	True	False	False	2	Kern dabei ist, dass es damit ermöglicht wird, dass auch betriebsärztliche Einrichtungen offizielle Impfstellen werden können.
1073	+	True	194768	2021_04_21	97	ÖVP	Abgeordnete Mag. Elisabeth Scheucher-Pichler (ÖVP)	True	Tun wir daher alles: Schlagen wir Brücken, arbeiten wir an der Information, an der Aufklärung! Ja, ich appelliere auch an alle, dass sie sich an ihre Ärzte wenden, sich aufklären lassen und sich über die Impfungen informieren. Ich denke, gemeinsam können wir es schaffen.	False	False	True	False	False	2	Tun wir daher alles: Schlagen wir Brücken, arbeiten wir an der Information, an der Aufklärung! Ja, ich appelliere auch an alle, dass sie sich an ihre Ärzte wenden, sich aufklären lassen und sich über die Impfungen informieren. Ich denke, gemeinsam können wir es schaffen.
4296	+	False	174606	2021_02_24	85	ÖVP	Abgeordneter Dr. Werner Saxinger, MSc (ÖVP)	True	Und ein Statement noch zu den Tests: Die Testoffensive mit den Eintrittstests ist sehr zu begrüßen.	False	False	False	True	False	2	Und ein Statement noch zu den Tests: Die Testoffensive mit den Eintrittstests ist sehr zu begrüßen.
2599	+	False	190588	2021_03_26	93	Grüne	Abgeordneter Ralph Schallmeiner (Grüne)	True	Wir bekommen im April zwei Millionen Impfdosen, das heißt übrigens, wir werden dann im April die Geschwindigkeit verdoppeln müssen, um überhaupt das zu verimpfen, was uns da geliefert wird , weil die eine Million Impfdosen sind in etwa die 32 000 Impfungen pro Tag und in etwa die 2,7 Sekunden pro Impfung.	False	False	True	False	False	2	Wir bekommen im April zwei Millionen Impfdosen, das heißt übrigens, wir werden dann im April die Geschwindigkeit verdoppeln müssen, um überhaupt das zu verimpfen, was uns da geliefert wird , weil die eine Million Impfdosen sind in etwa die 32 000 Impfungen pro Tag und in etwa die 2,7 Sekunden pro Impfung.
3752	o	True	128527	2020_11_17	62	SPÖ	Abgeordneter Mag. Thomas Drozda (SPÖ)	False	Es zeigt sich daher, dass – obwohl die Corona-Pandemie nun seit März ihr Unwesen treibt – die Bundesregierung immer noch nicht in der Lage ist, die Hilfen so aufzusetzen, dass alle von der Krise Betroffenen Unterstützung erhalten. Aus diesem Grund stellen die unterfertigten Abgeordneten nachstehenden Der Nationalrat wolle beschließen: „Die Bundesregierung, insbesondere der Finanzminister und Kulturminister, wird aufge­fordert sicherzustellen, dass vom 80prozentigen Umsatzersatz im Lockdown auch freie Kunst- und Kulturschaffende sowie Zulieferer profitieren sowie dass vereinbarte Gagen bei Absagen von Veranstaltungen und Gewährung von Umsatzersatz in jedem Fall auszubezahlen sind.“ 	False	True	False	False	False	1	Es zeigt sich daher, dass – obwohl die Corona-Pandemie nun seit März ihr Unwesen treibt – die Bundesregierung immer noch nicht in der Lage ist, die Hilfen so aufzusetzen, dass alle von der Krise Betroffenen Unterstützung erhalten. Aus diesem Grund stellen die unterfertigten Abgeordneten nachstehenden Der Nationalrat wolle beschließen: „Die Bundesregierung, insbesondere der Finanzminister und Kulturminister, wird aufge­fordert sicherzustellen, dass vom 80prozentigen Umsatzersatz im Lockdown auch freie Kunst- und Kulturschaffende sowie Zulieferer profitieren sowie dass vereinbarte Gagen bei Absagen von Veranstaltungen und Gewährung von Umsatzersatz in jedem Fall auszubezahlen sind.“ 
2512	+	False	161999	2021_01_14	77	ÖVP	Abgeordnete Mag. Elisabeth Scheucher-Pichler (ÖVP)	True	Meine Ärztekollegen sind ja schon darauf eingegangen: Diese Impfung, der Impfstoff, den wir jetzt haben, ist sicher.	False	False	True	False	False	2	Meine Ärztekollegen sind ja schon darauf eingegangen: Diese Impfung, der Impfstoff, den wir jetzt haben, ist sicher.
2081	-	True	177422	2021_03_24	89	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Auf welcher Grundlage führt der denn den grünen Pass als Eintrittskarte ein, wenn der Chef von Pfizer sagt, dass das alles gar nicht gesichert ist? Und wie um Himmels willen, Herr Bundeskanzler, können Sie auf die Idee kommen, ein solches Modell dann auch in Österreich einführen zu wollen, nämlich gegen die expliziten Ausführungen des Impfherstellers selber? – Ich kann das nicht verstehen, dass Sie diesen Schritt zur Spaltung der Gesellschaft setzen, Herr Bundeskanzler.	False	False	True	False	False	0	Auf welcher Grundlage führt der denn den grünen Pass als Eintrittskarte ein, wenn der Chef von Pfizer sagt, dass das alles gar nicht gesichert ist? Und wie um Himmels willen, Herr Bundeskanzler, können Sie auf die Idee kommen, ein solches Modell dann auch in Österreich einführen zu wollen, nämlich gegen die expliziten Ausführungen des Impfherstellers selber? – Ich kann das nicht verstehen, dass Sie diesen Schritt zur Spaltung der Gesellschaft setzen, Herr Bundeskanzler.
1135	+	True	191023	2021_03_26	93	Grüne	Abgeordneter Hermann Weratschnig, MBA MSc (Grüne)	True	Da gibt es nichts lobzupreisen, sondern es muss daran gearbeitet werden, dass wir diese Krise bewältigen und schneller sind als das Virus. Es wurde heute sehr oft die Impfquote in den Mittelpunkt gestellt, Herr Abgeordneter Smolle hat nochmals den Europavergleich angestellt. Ich verstehe diese Tiraden nicht – dass wir da so hinten liegen und die letzten Monate nichts gemacht haben –, und versuche nun, das mit den Daten des Robert-Koch-Institutes zu versachlichen und einen Blick über die Grenzen zu unseren Nachbarstaaten zu werfen und kurz ein paar Daten darzustellen.	False	False	True	False	False	2	Da gibt es nichts lobzupreisen, sondern es muss daran gearbeitet werden, dass wir diese Krise bewältigen und schneller sind als das Virus. Es wurde heute sehr oft die Impfquote in den Mittelpunkt gestellt, Herr Abgeordneter Smolle hat nochmals den Europavergleich angestellt. Ich verstehe diese Tiraden nicht – dass wir da so hinten liegen und die letzten Monate nichts gemacht haben –, und versuche nun, das mit den Daten des Robert-Koch-Institutes zu versachlichen und einen Blick über die Grenzen zu unseren Nachbarstaaten zu werfen und kurz ein paar Daten darzustellen.
2683	o	True	180536	2021_03_24	89	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Da muss ich Sie jetzt ein bisschen berichtigen: Der Beginn der Impfungen in Österreich hat nämlich mit einer riesengroßen Show gestartet, und da waren Sie auch dabei. Man fragt sich: Was haben Sie dort eigentlich gemacht, außer sich in die Medien gedrängt, bei der ersten Impfung am 27. Dezember? Es ist dann nur leider nicht so erfolgreich weitergegangen – wir haben das heute schon vielfach gehört –, es hat dann sehr viele Anfangsprobleme gegeben.	False	False	True	False	False	1	Da muss ich Sie jetzt ein bisschen berichtigen: Der Beginn der Impfungen in Österreich hat nämlich mit einer riesengroßen Show gestartet, und da waren Sie auch dabei. Man fragt sich: Was haben Sie dort eigentlich gemacht, außer sich in die Medien gedrängt, bei der ersten Impfung am 27. Dezember? Es ist dann nur leider nicht so erfolgreich weitergegangen – wir haben das heute schon vielfach gehört –, es hat dann sehr viele Anfangsprobleme gegeben.
541	-	False	105278	2020_09_23	51	FPÖ	Abgeordnete Dr. Susanne Fürst (FPÖ)	False	Die Maskenpflicht für Angestellte, das Abstandhalten: alles kann ver­ordnet und die Betriebe können willkürlich schikaniert werden.	True	False	False	False	True	0	Die Maskenpflicht für Angestellte, das Abstandhalten: alles kann ver­ordnet und die Betriebe können willkürlich schikaniert werden.
3685	+	True	48325	2020_05_13	30	Grüne	Abgeordnete Sigrid Maurer, BA (Grüne)	True	Herr Kickl! Ich erinnere noch einmal daran, dass Ihnen der Lockdown nicht scharf genug war. Jetzt sagen Sie aber plötzlich: Das ist der Coronawahnsinn.	False	True	False	False	False	2	Herr Kickl! Ich erinnere noch einmal daran, dass Ihnen der Lockdown nicht scharf genug war. Jetzt sagen Sie aber plötzlich: Das ist der Coronawahnsinn.
2847	+	False	45089	2020_04_28	27	NEOS	Abgeordneter Mag. Gerald Loacker (NEOS)	False	Dabei könnte man mit einem guten System wirklich viel erreichen: Es hoffen jetzt alle, dass eine Impfung gegen dieses Virus entwickelt wird, und dann kommt diese Impfung natürlich auch in den elektronischen Impfpass – hoffe ich jedenfalls –; aber dann müss­te man es natürlich jetzt schon in den elektronischen Impfpass aufnehmen, wenn je­mand Antikörper entwickelt hat, weil er die Krankheit hinter sich hat.	False	False	True	False	False	2	Dabei könnte man mit einem guten System wirklich viel erreichen: Es hoffen jetzt alle, dass eine Impfung gegen dieses Virus entwickelt wird, und dann kommt diese Impfung natürlich auch in den elektronischen Impfpass – hoffe ich jedenfalls –; aber dann müss­te man es natürlich jetzt schon in den elektronischen Impfpass aufnehmen, wenn je­mand Antikörper entwickelt hat, weil er die Krankheit hinter sich hat.
3359	+	True	42674	2020_04_28	27	ÖVP	Abgeordneter Mag. Ernst Gödl (ÖVP)	True	Die alte Normalität im Bereich des Pflegewesens ist auch in Richtung FPÖ oder ins­gesamt , dass viele Anträge der Freiheitlichen vor einigen Wochen noch ganz anders, als sie jetzt hier propagiert werden, geklungen haben. Ich erinnere nochmals eindrücklich daran – das lässt sich im Protokoll nachlesen –, dass sich ein gewisser Herr Klub­obmann Kickl am 20. März hier ans Podium gestellt und die Regierung dafür gegeißelt hat, dass nicht ein sofortiger gesamter Lockdown – und nicht nur die Grenzschließun­gen  – durchgeführt wurde. Deswegen ist es schon kurios, wenn derselbe Herr Klubobmann Kickl drei Wochen später hierherkommt und quasi den Coronawahnsinn anprangert, obwohl er noch eini­ge Wochen vorher genau das Gegenteil gefordert hat.	False	True	False	False	False	2	Die alte Normalität im Bereich des Pflegewesens ist auch in Richtung FPÖ oder ins­gesamt , dass viele Anträge der Freiheitlichen vor einigen Wochen noch ganz anders, als sie jetzt hier propagiert werden, geklungen haben. Ich erinnere nochmals eindrücklich daran – das lässt sich im Protokoll nachlesen –, dass sich ein gewisser Herr Klub­obmann Kickl am 20. März hier ans Podium gestellt und die Regierung dafür gegeißelt hat, dass nicht ein sofortiger gesamter Lockdown – und nicht nur die Grenzschließun­gen  – durchgeführt wurde. Deswegen ist es schon kurios, wenn derselbe Herr Klubobmann Kickl drei Wochen später hierherkommt und quasi den Coronawahnsinn anprangert, obwohl er noch eini­ge Wochen vorher genau das Gegenteil gefordert hat.
1294	-	False	157248	2020_12_21	75	SPÖ	Abgeordnete Mag. Dr. Sonja Hammerschmid (SPÖ)	False	Aber: Eine Normalität wird es in der Schule noch lange nicht geben, weil die Normalität durch die vielen Lockdowns, durch die Defizite, die größer sind, als wir alle es erahnen können, schon so weit weg ist.	False	True	False	False	False	0	Aber: Eine Normalität wird es in der Schule noch lange nicht geben, weil die Normalität durch die vielen Lockdowns, durch die Defizite, die größer sind, als wir alle es erahnen können, schon so weit weg ist.
402	-	False	157609	2020_12_21	75	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Es gibt keine Erklärung für die ganztägigen Ausgangssperren und auch keine Erklärung für sinnlose Dinge wie verpflichtende FFP2-Masken am Sessellift – in den Verkehrsmitteln aber braucht man sie nicht.	True	False	False	False	False	0	Es gibt keine Erklärung für die ganztägigen Ausgangssperren und auch keine Erklärung für sinnlose Dinge wie verpflichtende FFP2-Masken am Sessellift – in den Verkehrsmitteln aber braucht man sie nicht.
1326	-	False	156695	2020_12_21	75	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Dahin geht die Reise, in Richtung einer Zwangsimpfung!	False	False	True	False	False	0	Dahin geht die Reise, in Richtung einer Zwangsimpfung!
1417	o	True	190659	2021_03_26	93	NEOS	Abgeordneter Mag. Gerald Loacker (NEOS)	False	Das nächste Drama  – geh, könnt ihr euch dann wieder in den Rapid-Sektor schleichen? – ist die Impflogistik, die auf uns zukommt. Kollege Schallmeiner hat gesagt, wir müssen die Geschwindigkeit verdoppeln; aber das funktioniert nicht.	False	False	True	False	False	1	Das nächste Drama  – geh, könnt ihr euch dann wieder in den Rapid-Sektor schleichen? – ist die Impflogistik, die auf uns zukommt. Kollege Schallmeiner hat gesagt, wir müssen die Geschwindigkeit verdoppeln; aber das funktioniert nicht.
1770	-	False	191019	2021_03_26	93	Grüne	Abgeordneter Hermann Weratschnig, MBA MSc (Grüne)	True	Einige scheinen allerdings geimpft zu sein, um hier zu bashen, zu erniedrigen und schlechtzureden – und das bringt uns, glaube ich, in der Debatte nicht weiter.	False	False	True	False	False	0	Einige scheinen allerdings geimpft zu sein, um hier zu bashen, zu erniedrigen und schlechtzureden – und das bringt uns, glaube ich, in der Debatte nicht weiter.
2587	o	True	161876	2021_01_14	77	SPÖ	Abgeordneter Rudolf Silvan (SPÖ)	False	Es ist eine Katastrophe und in Wirklichkeit auch einfach peinlich, dass wir in Österreich mittlerweile 7 000 Tote, davon 3 000 in den Pflegeheimen, haben. Wir haben in den letzten Tagen einiges an sozialdemokratischen Ideen hineinverhandelt: Die Wohnzimmertests sind ein Herzstück, die Tests und die Impfungen sollen zu den Menschen kommen, kostenlose Berufsgruppentests, voller Kostenersatz für die Berufs­gruppentests in den Betrieben, et cetera, et cetera. Ich möchte auch nicht verhehlen: Wir müssen vor allem den kleinen und mittleren Unter­nehmen nach wie vor unter die Arme greifen, und deswegen bringe ich folgenden Antrag ein:  Entschließungsantrag  der Abgeordneten Rudolf Silvan, Kolleginnen und Kollegen betreffend „Wirksame Wirt­schaftshilfen für das erste Quartal 2021“  Der Nationalrat wolle beschließen:  „Die Bundesregierung wird aufgefordert, die Wirtschaftshilfen derart anzupassen, dass alle KMUs, die vom derzeitigen sowie den kommenden Lockdowns direkt und indirekt betroffen sind für das erste Quartal 2021 eine rasche Hilfe in Form einer vollen Ver­dienstentgangsentschädigung erhalten.	False	False	True	True	False	1	Es ist eine Katastrophe und in Wirklichkeit auch einfach peinlich, dass wir in Österreich mittlerweile 7 000 Tote, davon 3 000 in den Pflegeheimen, haben. Wir haben in den letzten Tagen einiges an sozialdemokratischen Ideen hineinverhandelt: Die Wohnzimmertests sind ein Herzstück, die Tests und die Impfungen sollen zu den Menschen kommen, kostenlose Berufsgruppentests, voller Kostenersatz für die Berufs­gruppentests in den Betrieben, et cetera, et cetera. Ich möchte auch nicht verhehlen: Wir müssen vor allem den kleinen und mittleren Unter­nehmen nach wie vor unter die Arme greifen, und deswegen bringe ich folgenden Antrag ein:  Entschließungsantrag  der Abgeordneten Rudolf Silvan, Kolleginnen und Kollegen betreffend „Wirksame Wirt­schaftshilfen für das erste Quartal 2021“  Der Nationalrat wolle beschließen:  „Die Bundesregierung wird aufgefordert, die Wirtschaftshilfen derart anzupassen, dass alle KMUs, die vom derzeitigen sowie den kommenden Lockdowns direkt und indirekt betroffen sind für das erste Quartal 2021 eine rasche Hilfe in Form einer vollen Ver­dienstentgangsentschädigung erhalten.
3892	o	True	128882	2020_11_17	62	SPÖ	Abgeordnete Mag. Ruth Becher (SPÖ)	False	Ich habe Künstlerinnen und Künstler in meinem Bekanntenkreis, bei denen sehr viel Vertrauen verloren gegangen ist. Sie haben im ersten Lockdown die Situation so wahrgenommen, dass das Verständnis für sie, für ihre Lebenssituation vonseiten der Regierung gefehlt hat. Das war deren Eindruck, so haben sie das wahrgenommen.	False	True	False	False	False	1	Ich habe Künstlerinnen und Künstler in meinem Bekanntenkreis, bei denen sehr viel Vertrauen verloren gegangen ist. Sie haben im ersten Lockdown die Situation so wahrgenommen, dass das Verständnis für sie, für ihre Lebenssituation vonseiten der Regierung gefehlt hat. Das war deren Eindruck, so haben sie das wahrgenommen.
3174	+	True	156366	2020_12_21	75	ÖVP	Bundeskanzler Sebastian Kurz	True	Ich bitte alle Menschen in unserem Land, das Weihnachtsfest am 24. und 25. Dezember, so wie auch in der Verordnung vorgesehen, mit maximal zehn Personen zu verbringen, und möchte dazusagen: Je kleiner die Gruppen sind, desto besser – und jeder, der die Möglichkeit hat, sich testen zu lassen, sollte diese Möglichkeit auch nützen. Ab dem 26. Dezember gelten wieder verschärfte Maßnahmen, das bedeutet Ausgangs­beschränkungen, ein Herunterfahren von Handel und körpernahen Dienstleistungen, Homeoffice überall dort, wo es nur irgendwie möglich ist, und für die eine Woche nach den Ferien auch Distancelearning an den Schulen. Wir setzen diese Maßnahme ganz bewusst, da wir in unseren Nachbarländern schon sehen, dass die Zahlen wieder steigen und das exponentielle Wachstum wieder be­gonnen hat, und wir der Auffassung sind, dass es wichtig ist, dass wir möglichst zügig die Zahlen nach unten bringen, um möglichst gut in das nächste Jahr starten zu können.	False	False	False	False	True	2	Ich bitte alle Menschen in unserem Land, das Weihnachtsfest am 24. und 25. Dezember, so wie auch in der Verordnung vorgesehen, mit maximal zehn Personen zu verbringen, und möchte dazusagen: Je kleiner die Gruppen sind, desto besser – und jeder, der die Möglichkeit hat, sich testen zu lassen, sollte diese Möglichkeit auch nützen. Ab dem 26. Dezember gelten wieder verschärfte Maßnahmen, das bedeutet Ausgangs­beschränkungen, ein Herunterfahren von Handel und körpernahen Dienstleistungen, Homeoffice überall dort, wo es nur irgendwie möglich ist, und für die eine Woche nach den Ferien auch Distancelearning an den Schulen. Wir setzen diese Maßnahme ganz bewusst, da wir in unseren Nachbarländern schon sehen, dass die Zahlen wieder steigen und das exponentielle Wachstum wieder be­gonnen hat, und wir der Auffassung sind, dass es wichtig ist, dass wir möglichst zügig die Zahlen nach unten bringen, um möglichst gut in das nächste Jahr starten zu können.
4772	+	False	156912	2020_12_21	75	ÖVP	Abgeordneter August Wöginger (ÖVP)	True	Wenn man sich zum Beispiel jetzt zu Weihnachten mit seinen Eltern in einem ganz kleinen Kreis trifft, dann ist es, wenn da Personen über 70 Jahre alt sind, doch vertrauensbildend, wenn man dort nur hingeht, wenn man getestet ist, wenn man also weiß, man ist nicht infektiös.	False	False	False	True	False	2	Wenn man sich zum Beispiel jetzt zu Weihnachten mit seinen Eltern in einem ganz kleinen Kreis trifft, dann ist es, wenn da Personen über 70 Jahre alt sind, doch vertrauensbildend, wenn man dort nur hingeht, wenn man getestet ist, wenn man also weiß, man ist nicht infektiös.
132	-	True	170664	2021_02_24	85	Grüne	Abgeordnete Dr. Elisabeth Götze (Grüne)	True	Aber ja, wie kommen wir da wieder heraus? Wir haben alle genug davon, auch ich habe genug von der Krise, von den Einschränkungen, von Masken, vom Zu-Hause-Arbeiten, vom Homeoffice, vom Homeschooling. Neben den Schülerinnen und Schülern möchte ich auch die Studierenden explizit erwähnen – mein Neffe hat zu studieren begonnen und war noch nicht an der Uni.	True	False	False	False	False	0	Aber ja, wie kommen wir da wieder heraus? Wir haben alle genug davon, auch ich habe genug von der Krise, von den Einschränkungen, von Masken, vom Zu-Hause-Arbeiten, vom Homeoffice, vom Homeschooling. Neben den Schülerinnen und Schülern möchte ich auch die Studierenden explizit erwähnen – mein Neffe hat zu studieren begonnen und war noch nicht an der Uni.
2989	-	True	61707	2020_05_26	32	SPÖ	Abgeordnete Katharina Kucharowits (SPÖ)	False	Ich darf jetzt zu den Universitäten und zu den Studierenden kommen: Es war auch für Studierende eine sehr schwierige Zeit mit Unsicherheiten. Distancelearning ist irgendwie ein sehr lässiger Begriff – aber so easy-going und happy-peppy war es für Studierende halt nicht! Das zeigt auch eine Studie der Universität Wien: Nur 7 Prozent fühlen sich „sehr oder ziemlich erfolgreich bei der Bewältigung des Studiums im Home-Learning“.	False	False	False	False	True	0	Ich darf jetzt zu den Universitäten und zu den Studierenden kommen: Es war auch für Studierende eine sehr schwierige Zeit mit Unsicherheiten. Distancelearning ist irgendwie ein sehr lässiger Begriff – aber so easy-going und happy-peppy war es für Studierende halt nicht! Das zeigt auch eine Studie der Universität Wien: Nur 7 Prozent fühlen sich „sehr oder ziemlich erfolgreich bei der Bewältigung des Studiums im Home-Learning“.
7	+	False	172746	2021_02_24	85	ÖVP	Bundesminister für Bildung, Wissenschaft und Forschung Dr. Heinz Faßmann	True	Ich habe auch immer auf unser dreifaches Sicherheitsnetz hingewiesen: Ausdünnung, Maske und Testen.	True	False	False	True	False	2	Ich habe auch immer auf unser dreifaches Sicherheitsnetz hingewiesen: Ausdünnung, Maske und Testen.
1491	-	True	180422	2021_03_24	89	NEOS	Abgeordneter Josef Schellhorn (NEOS)	False	Ich frage Sie: Warum? Sie aber fantasieren von einem grünen Impfpass – das macht mich wütend, das bringt mich einfach zum Ausrasten. Dann kommt noch Frau Minister Köstinger und sagt: Ja, für den Sommer werden wir uns schon etwas einfallen lassen.	False	False	True	False	False	0	Ich frage Sie: Warum? Sie aber fantasieren von einem grünen Impfpass – das macht mich wütend, das bringt mich einfach zum Ausrasten. Dann kommt noch Frau Minister Köstinger und sagt: Ja, für den Sommer werden wir uns schon etwas einfallen lassen.
779	-	False	151695	2020_12_11	71	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Wie das dann aber bei den Impfstoffen werden wird, für die wir 200 Millionen Euro aus­geben werden, die nach fünf, sechs Monaten wegzuschmeißen sind, wenn nicht ausrei­chend geimpft wurde, das hat sich offensichtlich noch keiner überlegt.	False	False	True	False	False	0	Wie das dann aber bei den Impfstoffen werden wird, für die wir 200 Millionen Euro aus­geben werden, die nach fünf, sechs Monaten wegzuschmeißen sind, wenn nicht ausrei­chend geimpft wurde, das hat sich offensichtlich noch keiner überlegt.
827	+	False	194649	2021_04_21	97	Grüne	Abgeordnete Bedrana Ribo, MA (Grüne)	True	Und wenn ihr mit der Impfung dran seid, lasst euch auch impfen!	False	False	True	False	False	2	Und wenn ihr mit der Impfung dran seid, lasst euch auch impfen!
4460	+	False	185784	2021_03_25	91	ÖVP	Abgeordnete Ing. Mag. (FH) Alexandra Tanda (ÖVP)	True	Und es kommen täglich neue Teststationen dazu.	False	False	False	True	False	2	Und es kommen täglich neue Teststationen dazu.
1095	+	True	200396	2021_05_03	101	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Dr. Wolfgang Mückstein	True	Derzeit sagen uns die Experten, dass drei Wochen nach dem ersten Stich, nach der ersten Teilimpfung, von einer ausreichenden Wirkung ausgegangen werden kann. Die meisten Impfungen benötigen aber noch eine zweite Teilimpfung. Daraus ergibt sich je nach Impfstoff eine kürzere oder längere Schutzfrist.	False	False	True	False	False	2	Derzeit sagen uns die Experten, dass drei Wochen nach dem ersten Stich, nach der ersten Teilimpfung, von einer ausreichenden Wirkung ausgegangen werden kann. Die meisten Impfungen benötigen aber noch eine zweite Teilimpfung. Daraus ergibt sich je nach Impfstoff eine kürzere oder längere Schutzfrist.
