+	True	33907	2020_04_03	22	Grüne	Bundesministerin für Justiz Dr. Alma Zadić, LL.M.	True	Ich möchte auch, um auf den Justizbereich zu sprechen zu kommen, kurz erwähnen, dass auch im Justizbereich angepackt wird, denn die Justizanstalten haben jetzt ihre Produktion umgestellt und haben angefangen, Masken zu produzieren. Die Insas­sin­nen und Insassen produzieren ungefähr 3 000 Masken pro Woche, und ich kann Ihnen berichten , dass diese waschbaren und wieder­verwendbaren Masken aus Baumwolle auch heute im Parlament aufliegen. Es sind für alle Abgeordneten und auch für meine Kolleginnen und Kollegen auf der Regierungs­bank genug Masken da.	True	False	False	False	False
-	False	184612	2021_03_25	91	FPÖ	Abgeordneter Peter Wurm (FPÖ)	False	Ich würde einfach darum bitten, dass wir – wenn es mit dem Herrn Minister  nicht zu lösen ist, vielleicht mit Minister Anschober – diese Vorgabe für die Bauarbeiter jetzt in der warmen Jahreszeit abschaffen, denn jeder, der schon einmal, und wenn es nur ein Monat war, am Bau gearbeitet hat, wird wissen, dass das, was da in diesen schönen Folien  angegeben wird, einfach jenseitig ist, nämlich die Bohrmaschinen nach jeder Benützung zu desinfizieren, von den 2 Metern Abstand und dem Tragen einer Maske möchte ich gar nicht reden – also das sind alles Dinge, die man noch erledigen sollte.	True	False	False	False	True
-	False	53472	2020_05_26	32	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Sogar von der Schädlichkeit falsch eingesetzter Masken bzw. Masken von minderer Qualität wird in medizinischen Fachkreisen immer deutlicher gewarnt.	True	False	False	False	False
-	False	136631	2020_11_17	62	FPÖ	Abgeordneter Peter Wurm (FPÖ)	False	Frau Minister, nehmen Sie bitte die Maske ab, zeigen Sie der Bevölkerung, dass diese Bundesregierung nach vorne geht, Optimismus, Zuversicht und Mut verbreiten will!	True	False	False	False	False
-	False	65255	2020_05_26	32	FPÖ	Abgeordnete Rosa Ecker, MBA (FPÖ)	False	– Schluss damit, Herr Minister, zum Wohle unserer Ge­sundheit, endlich Schluss mit der Maskenpflicht!	True	False	False	False	False
+	False	194103	2021_04_21	97	ÖVP	Abgeordnete Tanja Graf (ÖVP)	True	Diese fehlt Ihnen, weil Sie sonst Ihre soziale Kompetenz dazu nutzen würden, Ihre Masken zu tragen und die Mitarbeiter im Parlament zu schützen!	True	False	False	False	False
-	True	71071	2020_05_29	34	FPÖ	Abgeordneter Peter Wurm (FPÖ)	False	Werte Zuseher! Ja, Frau Minister, vorweg einmal danke, dass Sie ohne Maske dasitzen, sehr brav! Ich sehe, Ihre Kollegen von der ÖVP machen das auch schon ganz gut nach.	True	False	False	False	False
-	False	53467	2020_05_26	32	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Bei der aktuell geringen Anzahl an akut „COVID-19-Infizierten“ stellt sich die Frage, ob bisher geltende Maßnahmen wie eine allgemeine COVID-19-Maskenpflicht in öffentli­chen Verkehrsmitteln, im Handel, in der Gastronomie und in der Beherbergung, im Schul- und Unterrichtswesen aber auch im Bereich des öffentlichen Kultur-, Sport- und Veranstaltungswesens noch verhältnismäßig sind.	True	False	False	False	False
+	True	157894	2020_12_21	75	ÖVP	Abgeordneter Dr. Werner Saxinger, MSc (ÖVP)	True	Das Problem der FPÖ ist nicht zu viel Kritik – das halten wir aus, und das gehört auch irgendwie dazu –, sondern es ist eine mangelnde Differenzierung. Ich gebe Ihnen ein paar Beispiele: Ich kann zum Beispiel konsequent Maske tragen, was ich mir sehr wünsche, und Abstand halten und trotzdem die Regierung kritisieren. Ich kann den Sinn von Massentests bezweifeln und mich dennoch im Sinne des Allgemeinwohls testen lassen.	True	False	False	False	True
o	True	70735	2020_05_29	34	SPÖ	Abgeordnete Eva Maria Holzleitner, BSc (SPÖ)	False	Ich glaube, das ist gut so, denn von der EU-Verfas­sungswidrigkeit sind wir wirklich überzeugt, und politisch gab es leider keine Einigkeit, trotz wirklicher Eingeständnisse der Grünen in Form von Presseaussen­dungen. Wahr­scheinlich sind diese Presseaussendungen aber auch nur Nebelgrana­ten wie die Regenbogenmasken, denn ich finde es wirklich beschämend, was mit dem Antrag zur Beflaggung der Ministerien und auch mit dem Antrag der SPÖ zum Schutz von LGBTIQ-Personen passiert ist. Das ist wirklich sehr traurig.	True	False	False	False	False
-	False	108556	2020_09_23	51	FPÖ	Abgeordneter Ing. Mag. Volker Reifenberger (FPÖ)	False	Der Mund-Nasen-Schutz ist das Symbol Ihrer Angstpolitik – die Maske ist nur ein Symbol, nicht mehr und nicht weniger –, und das Gefasel über die zweite Welle dient auch nicht unbedingt dazu, der Bevölkerung Sicherheit zu vermitteln.	True	False	False	False	False
-	True	191675	2021_04_09	95	FPÖ	Abgeordneter Christian Hafenecker, MA (FPÖ)	False	– Ich denke, auch das sollte Teil der Ermittlungen sein, und ich denke, auch da werden wir noch Licht ins Dunkel bringen. Was mich in dieser gesamten Diskussion aber wirklich stutzig macht – Frau Kollegin Steinacker, hören Sie zu, atmen Sie kurz durch, ziehen Sie kurz die Maske herunter, dann geht es wieder! –, ist der Herr, der hinter mir sitzt: Das ist Nationalratspräsident Sobotka, der just rund um die Hausdurchsuchung bei Herrn Finanzminister Blümel zwölf Mal versucht hat, den obersten Beamten im Justizministerium, Herrn Pilnacek, anzurufen, oder vielleicht auch mit ihm telefoniert hat.	True	False	False	False	False
+	False	162687	2021_01_20	79	ÖVP	Bundesminister für Arbeit, Familie und Jugend Mag. Dr. Martin Kocher	True	Dazu brauchen wir alle gemeinsam Disziplin, das Tragen von Masken, Abstandhalten, Kontakte einschränken.	True	False	False	False	True
-	False	53452	2020_05_26	32	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Gerhard Kaniak, Kolleginnen und Kollegen betreffend „Schluss mit der allgemeinen COVID-19-Maskenpflicht in Österreich“ „Der Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz, wird aufgefordert dafür Sorge zu tragen, dass 1) die allgemeine COVID-19 Maskenpflicht im öffentlichen Raum – konkret in öffentli­chen Verkehrsmitteln, im Handel, in der Gastronomie und in der Beherbergung, im Schul- und Unterrichtswesen aber auch im Bereich des öffentlichen Kultur-, Sport- und Veranstaltungswesens – umgehend abgeschafft wird.	True	False	False	False	False
+	False	199956	2021_04_22	99	ÖVP	Abgeordneter Mag. Friedrich Ofenauer (ÖVP)	True	Herr Klubobmann Kickl hat an einer Versammlung teilgenommen und sich dabei weder an die Abstandsregeln gehalten noch eine Maske getragen.	True	False	False	False	True
+	False	141169	2020_11_20	64	ÖVP	Abgeordnete MMag. Dr. Agnes Totter, BEd (ÖVP)	True	Die Umsetzung dieser Maßnahmen war aber nicht immer einfach, und ich sage Ihnen, warum: Als die Maskenpflicht, die eine notwendige und durchaus verhältnismäßige Maß­nahme darstellt, an unseren Schulen eingeführt wurde, haben Sie, liebe Kolleginnen und Kollegen von der freiheitlichen Fraktion, geschrien: Um Gottes Willen, das geht doch gar nicht!	True	False	False	False	False
-	False	61323	2020_05_26	32	FPÖ	Abgeordneter Hermann Brückl, MA (FPÖ)	False	Wir wollen, dass dieser Maskenzwang an unseren Schulen beendet wird und unsere Kinder wieder frei atmen können.	True	False	False	False	False
-	True	59030	2020_05_26	32	FPÖ	Abgeordneter Erwin Angerer (FPÖ)	False	Der Antrag hat folgenden Gesamtwortlaut: des Abgeordneten Erwin Angerer, Mag. Gerald Hauser und weiterer Abgeordneter betreffend Maskenzwang beenden – Handel und Gastronomie beleben eingebracht im Zuge der Debatte zu TOP 7: Bericht des Budgetausschusses über die Regierungsvorlage : Bundesgesetz über die Bewilligung des Bundesvor­anschlages für das Jahr 2020  samt Anla­gen  – UG 40 in der 32. Sitzung des Nationalrates am 27. Mai 2020 Auch wenn seit 15. Mai 2020 die heimische Gastronomie wieder die Erlaubnis hat, ihre Betriebe zu öffnen, so ist die Zufriedenheit bei vielen Gastronomen doch sehr enden­wollend und die Erfahrungen nach einigen Tagen teilweise so ernüchternd, dass bereits wieder an das Zusperren gedacht bzw. wirklich wieder geschlossen wird: "Es rennt nicht halbwegs, es rennt gar nicht", erklärt beispielsweise der Chef des Cafe Museum in Wien Berndt Querfeld.	True	False	False	False	False
-	False	105258	2020_09_23	51	FPÖ	Abgeordnete Dr. Susanne Fürst (FPÖ)	False	Der Direktor eines Gymnasiums in Wien hat gerade seine Klassenvorstände dazu verpflichtet, an der Schule drastische Maßnahmen gegen Schüler zu setzen, die gegen die Coronaauflagen verstoßen : Die Maskenpflicht und das Abstandhalten seien auch in den Pausen in der Klasse ständig streng zu überwachen und zu kontrollieren.	True	False	False	False	True
+	False	151271	2020_12_11	71	ÖVP	Abgeordnete Dipl.-Kffr. (FH) Elisabeth Pfurtscheller (ÖVP)	True	Diese Masken bieten einen stärkeren Schutz als die normalen, sie schützen nicht nur das Gegenüber vor einer Ansteckung, sondern vor allem auch den Träger selber.	True	False	False	False	False
-	False	81955	2020_06_18	38	FPÖ	Abgeordneter Peter Wurm (FPÖ)	False	Sitzung des Nationalrates am 18. Juni 2020 Seit 15. Juni 2020 ist nun endlich eine erste Erleichterung betreffend die Maskentrage­pflicht in Handel und Gastronomie in Kraft getreten.	True	False	False	False	False
-	False	198610	2021_04_22	99	FPÖ	Abgeordneter Ing. Mag. Volker Reifenberger (FPÖ)	False	– Sie erlässt einen sinnlosen Maskenzwang auf öffentlichen Plätzen, also im Freien, und sperrt die Bevölkerung weiter ein, entgegen jeglicher Evidenz und Vernunft.	True	False	False	False	False
-	False	33108	2020_04_03	22	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Und sagen Sie den Leuten, wie sie die Masken ordnungsgemäß und korrekt verwenden, sonst ist diese Maßnahme kontraproduktiv, und auch das wissen Sie ganz genau.	True	False	False	False	False
-	True	51331	2020_05_26	32	FPÖ	Abgeordneter Mag. Hannes Amesbauer, BA (FPÖ)	False	Schauen Sie sich an, wie das die Konjunktur belebt! Das Einkaufen, wenn man Gewand kaufen geht, wenn man in ein Bekleidungsgeschäft geht und einen Anzug, einen Pullover oder irgendetwas probiert und dann mit dieser Maske vor dem Spiegel steht, ist zum Beispiel eine ganz tolle Sache. Das ist auch in der Gastronomie eine ganz tolle Sache.	True	False	False	False	False
-	False	49279	2020_05_13	30	FPÖ	Abgeordneter Michael Schnedlitz (FPÖ)	False	Da hilft es auch nichts, sehr geehrte Kollegen von den Grünen, dass Sie jetzt mit diesen Happy-peppy-Regenbogenmasken dasitzen, während Sie über die Bevölkerung das soziale und wirtschaftliche Unwetter herein­brechen lassen.	True	False	False	False	False
-	True	112174	2020_10_14	55	FPÖ	Abgeordneter Peter Wurm (FPÖ)	False	Die Branche hat heuer im Zuge der Covid-19-Epidemie bereits drastische Umsatzeinbrüche erlitten“, so der Branchensprecher der Wirtschaftskammer Österreich, Mario Pulker vor dem Hinter­grund der ab Montag, 21. September 2020 seitens der Bundesregierung verordneten massiven Einschränkungen. Denn seit Montag, 21. September 2020 gibt es eine Beschränkung von maximal 10 Per­sonen pro Tisch im Innenbereich, eine Maskenpflicht für Gäste im Lokal und auch private Feiern beim Wirten, wie z.B. Hochzeiten oder Geburtstagsfeiern, sind nur mehr bis 10 Personen möglich. Stornierungen und Absagen von bereits vereinbarten und or­ganisierten Feiern und Veranstaltungen sind damit vorprogrammiert, weitere Buchungen werden aufgrund der Einschränkungen wohl ausbleiben.	True	False	False	False	False
+	False	174179	2021_02_24	85	Grüne	Abgeordneter Ralph Schallmeiner (Grüne)	True	Diesem Antrag brauchen wir nicht zuzustimmen, weil wir ihn schon längst erledigt haben , mit 1,7 Millionen Pensionistinnen und Pensionisten ab 65, die zehn Stück Gratis-FFP2-Masken bekommen haben.	True	False	False	False	False
-	True	180619	2021_03_24	89	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Er war halbseitig gelähmt, konnte nicht sprechen. Er hat versucht, sich die Maske herunterzuziehen, weil man sehen konnte, dass er nach Luft schnappen musste. Ich wollte ihm die Maske wegnehmen, als Antwort kam: Es ist Vorschrift!	True	False	False	False	False
-	False	200042	2021_04_22	99	FPÖ	Abgeordneter Ing. Mag. Volker Reifenberger (FPÖ)	False	Daher ist das Nichtmaskentragen und das Nichtabstandhalten im Rahmen einer solchen Veranstaltung geradezu offensichtlich etwas von der Form, das von der Immunität geschützt werden soll, nämlich eine politische Meinungsäußerung.	True	False	False	False	True
-	False	172686	2021_02_24	85	FPÖ	Abgeordneter Hermann Brückl, MA (FPÖ)	False	Es geht um Fröhlichkeit bei unseren Kindern, Herr Bundesminister, es geht um ihre Unbeschwertheit, es geht um die Ängste, es geht um die Sorgen der Eltern, der Väter, der Mütter – und sie alle sind keine Coronaleugner, sie sind keine Testverweigerer, sie sind keine Maskenverweigerer, sie sind keine Impfverweigerer, aber sie haben ganz einfach Angst um ihre Kinder, sie machen sich Sorgen, weil die Kinder vom Unterricht ausgeschlossen werden, Herr Bundesminister.	True	False	True	False	False
-	True	74717	2020_06_17	36	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Da ist Amazon ganz wichtig und vorne dabei. Das waren die größten Gewinner bei Ihrer Politik neben den Maskenherstellern in China. Das waren die, bei denen die Leute im März und im April einkaufen konnten, als Sie alle Geschäfte runtergefahren haben.	True	False	False	False	False
+	False	105479	2020_09_23	51	ÖVP	Abgeordneter Dr. Werner Saxinger, MSc (ÖVP)	True	Wir wissen mittlerweile, liebe Kolleginnen und Kollegen von der FPÖ, dass Masken schützen.	True	False	False	False	False
o	True	59007	2020_05_26	32	FPÖ	Abgeordneter Erwin Angerer (FPÖ)	False	Warum helfen Sie den österreichischen Unternehmern nicht mit einfachen Zugängen und einfachen Regeln? Das nächste Thema ist die Maskenpflicht. Sie haben heute eine Verordnung herausge­geben, und ich habe mir diese aktuelle Verordnung vom 27. Mai, die alles lockerer macht, angeschaut.	True	False	False	False	False
+	False	54716	2020_05_26	32	FPÖ	Abgeordneter Ing. Mag. Volker Reifenberger (FPÖ)	False	Das sei selbstredend nicht der Ideal-zustand für das Kulturleben, aber: "Halb­wegs gut besuchte Veranstaltungen mit Maske sind besser als fast leere Säle mit weit auseinander sitzenden Gästen ohne Maske."	True	False	False	False	False
-	False	118096	2020_10_15	57	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Letzten Mittwoch sind wir alle hier herinnen von Frau Kollegin Schwarz – sie ist jetzt nicht da; heute, glaube ich, fürchtet sie sich besonders – als Lebensgefährder abgekanzelt worden, weil wir keine Masken getragen haben.	True	False	False	False	False
+	True	180735	2021_03_24	89	ÖVP	Abgeordnete Rebecca Kirchbaumer (ÖVP)	True	Ein Jahr später: kein Lockdown, keine Maßnahmen mehr. Testen: nein, Masken: nein. Die FPÖ sitzt hier ohne Masken und gefährdet uns in diesem Saal hier wissentlich.	True	False	False	True	False
-	False	67041	2020_05_29	33	FPÖ	Abgeordnete Dr. Susanne Fürst (FPÖ)	False	Man braucht ja nur zu schauen, dass auch im Saal noch die Masken getragen werden, vor allem auf der Regierungsbank – das ist so lächerlich, dass man dafür einfach keine Worte mehr finden kann.	True	False	False	False	False
o	True	53225	2020_05_26	32	NEOS	Abgeordneter Mag. Gerald Loacker (NEOS)	False	Kein Mensch kennt sich mehr mit den vielen Regelungen, die es an allen Ecken und Enden gibt, aus, und die ändern sich auch wö­chentlich. Zum Beispiel geht der Gast im Restaurant ohne Maske auf die Toilette, aber die Schüler in der Schule müssen mit Maske auf die Toilette gehen. Die Verwirrung bei den geltenden Regelungen geht bis an die Staatsspitze hinauf, und so sitzt dann halt der Herr Bundespräsident um halb eins in der Nacht noch draußen und der Bundeskanzler vergisst, dass er eigentlich gar nicht mit Landeshauptmann Wallner und Staatssekretär Brunner in einer WG wohnt und deswegen eigentlich gar nicht so nah bei ihnen stehen dürfte.	True	False	False	False	False
+	False	140518	2020_11_19	63	NEOS	Abgeordnete Mag. Martina Künsberg Sarre (NEOS)	False	– Die haben das öffentliche Leben fast zuge­macht, zugedreht, es gab dort aber einen Grundkonsens, dass die Schulen offen bleiben , selbstverständlich mit Schutzmaßnahmen wie Masken für Lehrerinnen und Lehrer, für Schülerinnen und Schüler in den höheren Schulstufen, mit kleineren Gruppen, größeren Räumen, mehr Bussen in den Stoßzeiten.	True	False	False	False	False
-	False	200589	2021_05_03	101	NEOS	Abgeordnete Mag. Martina Künsberg Sarre (NEOS)	False	Denken Sie an, dass es zum Beispiel ein Anreiz für geimpfte Pädagoginnen und Pädagogen oder Schülerinnen und Schüler sein könnte, dass sie in dieser Gruppe, die immer gleich bleibt, von der Maskenpflicht im Unterricht befreit sind?	True	False	True	False	False
-	False	115400	2020_10_14	55	FPÖ	Abgeordneter Wolfgang Zanger (fortsetzend)	False	Sie schüren Angst, indem Sie den Menschen Maulkörbe in Form von Masken um­hängen.	True	False	False	False	False
+	False	161317	2021_01_14	77	NEOS	Abgeordneter Josef Schellhorn (NEOS)	False	Und dann wünsche ich mir noch, Ihnen allen, nicht nur den Abgeordneten hier herinnen, sondern auch Ihnen vor den Fernsehbildschirmen, eine möglichst baldige Impfung.	False	False	True	False	False
+	False	159568	2021_01_13	76	Grüne	Abgeordneter Ralph Schallmeiner (Grüne)	True	Die Impfung – auch wenn Sie noch so oft sagen, es gibt einen Impfzwang oder etwas dergleichen – ist natürlich auch weiterhin freiwillig.	False	False	True	False	False
+	False	84568	2020_06_30	40	NEOS	Abgeordneter Josef Schellhorn (NEOS)	False	– Da braucht es – da erneuere ich meine Forderung – diese Lösung des Zusperrenkönnens, bis es einen Impfstoff gibt, diese Haftungsübernahme.	False	False	True	False	False
+	True	165047	2021_01_20	79	NEOS	Abgeordneter Josef Schellhorn (NEOS)	False	Bevor ich zu unseren konstruktiven Vorschlägen komme, lassen Sie mich nur noch eines sagen: Wir sollten laut EU-Vorgabe bis in den Juli 6 750 000 Impfungen durchführen. Das wären – das habe ich heute Vormittag schon gesagt –, 45 000 Impfungen täglich. Die Impfungen sind der sogenannte Gamechanger, von dem wir reden, damit wir nicht im Herbst genau die gleiche wirtschaftliche Katastrophe haben, damit die Betriebe nicht die wirtschaftlichen Katastrophen, die Auswirkungen zu spüren bekommen.	False	False	True	False	False
+	False	193298	2021_04_21	97	ÖVP	Bundeskanzler Sebastian Kurz	True	Es gibt mittlerweile in Österreich einen Impffortschritt von Zehntausenden jeden Tag, die neu geimpft werden können.	False	False	True	False	False
+	True	177709	2021_03_24	89	ÖVP	Abgeordneter August Wöginger (ÖVP)	True	– Sie zweifeln alles an, auch betreffend den Impfstoff, ob er wirkt. Vor ein paar Wochen hast du  in Fernsehdiskussionen gesagt, es sei überhaupt nicht gewährleistet, wie sicher der Impfstoff ist. – Ja, kapiert ihr nicht, dass es die einzige Möglichkeit ist, dass wir impfen, impfen, impfen und parallel dazu testen, testen, testen, damit wir diese Krise bewältigen können?	False	False	True	False	False
+	False	190837	2021_03_26	93	Grüne	Abgeordnete Bedrana Ribo, MA (Grüne)	True	Also man muss sagen, dass vor allem in diesem Bereich, wo es so wichtig war, die Impfbereitschaft wirklich spürbar ist, und die Zahlen belegen das auch.	False	False	True	False	False
-	False	180413	2021_03_24	89	NEOS	Abgeordneter Josef Schellhorn (NEOS)	False	Und dann kommt noch der größte Clou – ich glaube, das ist sowieso der beste Aprilscherz –: In ein paar Tagen ist der 1. April, und der Herr Bundeskanzler hat angekündigt, dass es dann den grünen Impfpass gibt.	False	False	True	False	False
-	False	165554	2021_01_20	79	FPÖ	Abgeordneter Erwin Angerer (FPÖ)	False	Es gibt eine Studie der Universität Innsbruck, die zeigt, dass die Immunität von Menschen, die diese Krankheit durchgemacht haben, anhält und meist besser ist als durch eine Impfung.	False	False	True	False	False
+	True	170572	2021_02_24	85	SPÖ	Abgeordneter Josef Muchitsch (SPÖ)	False	Sie müssen jetzt einen Plan entwickeln! Wenn wir die Pandemie überstanden haben, dürfen wir es nicht gleich schlecht machen wie bei der Impfstrategie: zuerst Impfstoff bestellen, Impfstoff wird geliefert, dann werden ein paar Dosen verimpft und dann liegt der restliche Impfstoff 14 Tage im Keller. – Das ist keine Strategie!	False	False	True	False	False
+	False	190228	2021_03_26	93	SPÖ	Abgeordneter Mag. Jörg Leichtfried (SPÖ)	False	Wir haben dieser Regierung vor allem noch etwas zu verdanken, und das ist, meines Erachtens, das Wesentliche: dass wir in Österreich jetzt viel zu wenig Impfstoffe haben, dass es so viele Menschen gibt, die gern geimpft werden würden und nicht geimpft werden, dass nicht einmal alle über 80-Jährigen bis jetzt geimpft worden sind – und das ist die Verantwortung dieser Bundesregierung, das ist die Situation, in der wir uns jetzt befinden, geschätzte Damen und Herren!	False	False	True	False	False
+	False	174674	2021_02_24	85	ÖVP	Abgeordnete Mag. Elisabeth Scheucher-Pichler (ÖVP)	True	Wichtig ist auch – und ich sage es immer wieder –: Es funktioniert derzeit, dass Anmeldungen zu Testungen und zu Impfungen nicht nur digital möglich sind, sondern da auch telefonisch entsprechende Hilfestellung gegeben wird.	False	False	True	True	False
+	False	159074	2021_01_13	76	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	In diesem Rahmen tun wir in dieser Republik alles, damit jeder Tag genützt wird, um möglichst vielen Menschen, die das wollen, tatsächlich auch die Impfung zu ermöglichen.	False	False	True	False	False
o	True	185771	2021_03_25	91	FPÖ	Abgeordneter Mag. Gerald Hauser (FPÖ)	False	Sie können es auch erraten : Pfizer, Astra Zeneca, Novartis, Johnson & Johnson  und so weiter und so fort. Frau Dr. Emer Cooke, die Mitte November 2020 zum Vorstand der EMA bestellt wurde, hat also ihr ganzes Leben lang für die Pharmaindustrie gearbeitet, sie hat für die Pharmaindustrie geschäftsführend lobbyiert und ist nun für die Zulassung, für die Kontrolle und für die Wirksamkeit von Impfstoffen – so wie auch für Astra Zeneca – zuständig. Geschätzte Kolleginnen und Kollegen, was würde man als nicht einmal geübter Parlamentarier zu einem solchen Fall sagen?	False	False	True	False	False
+	False	159218	2021_01_13	76	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	Mit unserer Impfstrategie wollen wir eine transparente, effektive und vor allem eine korrekte Durchführung der Impfungen gewährleisten.	False	False	True	False	False
+	False	162101	2021_01_14	77	ÖVP	Abgeordnete Ing. Mag. (FH) Alexandra Tanda (ÖVP)	True	Bis aber eine ausreichende Durchimpfungsrate erreicht wird, wird nur das konsequente Testen und Nachverfolgen die Überlastung der Kranken­häuser und die Infektionszahlen eindämmen.	False	False	True	True	False
+	False	158547	2020_12_21	75	Grüne	Abgeordneter Michel Reimon, MBA (Grüne)	True	Wenn sich die FPÖ hier herstellt und sagt, sie sind keine Verschwörungstheoretiker mehr, denn sie erkennen jetzt an, dass es Corona gibt, dann machen sie nur das, was all die Verschwörungstheoretiker da draußen jetzt machen: Es gibt mittlerweile Millionen Tote, Corona lässt sich nicht mehr bestreiten, jetzt wird das Impfen bekämpft und behauptet, dass Impfen zur Diktatur führt.	False	False	True	False	False
+	False	180308	2021_03_24	89	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Ich glaube auch, dass das österreichische Bundesheer sehr gut in der Lage gewesen wäre, die gesamte Impflogistik bis hin zur Verabreichung der Impfung generalstabsmäßig zu planen und durchzuführen.	False	False	True	False	False
+	True	180854	2021_03_24	89	FPÖ	Abgeordneter Peter Wurm (FPÖ)	False	Und jetzt kommt das große Aber: Im Bezirk Schwaz haben sich gesunde 20-Jährige impfen lassen. Im Bezirk Schwaz haben sich auch Menschen impfen lassen – und das waren sehr viele –, die bereits Antikörper haben, die die Krankheit erfolgreich und ohne Komplikationen überstanden haben. Man hat dann diese Impfdosen an jene Personen verimpft, aber in meiner Heimatgemeinde ist erst letzte Woche oder vor zehn Tagen die Bevölkerung über 80 Jahre geimpft worden.	False	False	True	False	False
+	False	162026	2021_01_14	77	ÖVP	Abgeordnete Mag. Elisabeth Scheucher-Pichler (ÖVP)	True	Daher, meine sehr geehrten Damen und Herren, es wurde ja schon mehrmals gesagt, aber man kann es nicht oft genug sagen: Testen und impfen, das ist der Weg zurück!	False	False	True	True	False
+	True	180264	2021_03_24	89	SPÖ	Abgeordnete Mag. Karin Greiner (SPÖ)	False	Vielleicht haben Sie irgendwann eine Einsicht. Der Herr Bundeskanzler hat das Impfen zur Chefsache erklärt, aber das Problem dabei ist: Er nimmt seine Verantwortung nicht wahr! Er schiebt die Schuld auf Beamte ab, und ich muss ganz ehrlich sagen, das ist ein erbärmliches Verständnis von Verantwortung.	False	False	True	False	False
-	False	200475	2021_05_03	101	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Immer mehr Fälle von Geimpften, die erkrankt sind, und zwar schwer erkrankt sind und auch gestorben sind, werden bekannt.	False	False	True	False	False
+	True	190653	2021_03_26	93	NEOS	Abgeordneter Mag. Gerald Loacker (NEOS)	False	–, da spielt Geld keine Rolle. Warum dann einen Deckel beim Impfstoff? – Ich weiß es nicht.	False	False	True	False	False
+	False	180271	2021_03_24	89	SPÖ	Abgeordnete Mag. Karin Greiner (SPÖ)	False	Es kann bedauerlicherweise keine Lockerungen geben, weil beim Impfen am falschen Platz gespart wurde.	False	False	True	False	False
x	True	127909	2020_11_17	62	SPÖ	Abgeordneter Mag. Thomas Drozda (SPÖ)	False	Sie werden kein Spiel sehen. Hier wird nicht gespielt werden.“ – Mit diesen Worten beginnt bekanntlich – Sie haben es erraten – Peter Handkes „Publikumsbeschimpfung“. Ich glaube, dass dieses Zitat ganz gut die Situation der heimischen Medienpolitik, über die ich kurz sprechen möchte, beschreibt.	False	False	True	False	False
+	False	159072	2021_01_13	76	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	Warum wir zweitens eine schwierige Phase haben werden: weil die Liefermengen in den nächsten Wochen seitens der Produzenten dieser Impfprodukte – ich komme gleich auf die Einschätzung und auf die Bewertung – noch deutlich beschränkt sind.	False	False	True	False	False
+	False	200372	2021_05_03	101	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Dr. Wolfgang Mückstein	True	Nehmen Sie den erstmöglichen Impftermin wahr!	False	False	True	False	False
+	True	180491	2021_03_24	89	SPÖ	Abgeordneter Alois Schroll (SPÖ)	False	Jetzt muss mir einmal irgendwer von euch erklären, wie sich denn das ausgehen soll, wenn man 30 000 pro Tag impft und am 7. oder 8. Mai erst mit den über 65-Jährigen fertig ist! 1,1 Millionen sind bis jetzt geimpft, haben Sie heute gesagt, vom 27. Dezember bis zum heutigen Tag wurden 1,1 Millionen geimpft – also geht sich das nicht aus! Ich könnte jetzt noch sehr viel über Statistiken, Zahlen, vergeudetes, weggeschmissenes Vakzin sprechen, aber ich möchte diese Gelegenheit nützen, um auf eine persönliche Ebene zu kommen und über meine Covid-Erkrankung zu sprechen, weil es, wie ich glaube, ganz wichtig ist, dass alle Abgeordneten hier herinnen wissen, was da wirklich abgeht und warum wir so vehement darauf bestehen, dass die notwendigen Impfdosen endlich vorhanden sein sollten.	False	False	True	False	False
+	False	159743	2021_01_13	76	ÖVP	Abgeordneter Dr. Josef Smolle (ÖVP)	True	Worauf ich mich besonders freuen werde: wenn erstens einmal viele Menschen in unserem Land geimpft sind und wenn mir dann zweitens aufgrund meines Alters und meines Berufs auch ein Impfstoff zukommt.	False	False	True	False	False
+	True	157720	2020_12_21	75	ÖVP	Bundeskanzler Sebastian Kurz	True	Sie sind gegen Tes­tungen – das respektiere ich. Sie sind gegen Impfungen – ich respektiere auch das. Ich frage mich am Ende des Tages nur: Was ist denn dann das Konzept, wenn Sie die Maßnahmen, die Testungen und die Impfungen ablehnen?	False	False	True	False	False
